name,station,date
Kygo & Miguel - Remind Me to Forget,oe3,2021-04-19 01:39:01.165123
Kygo feat. Donna Summer - Hot Stuff,oe3,2021-04-18 22:21:01.494835
Kygo feat. Selena Gomez - It Ain't Me,oe3,2021-04-19 05:27:00.989147
Kylie Minogue - In Your Eyes,radiowien,2021-04-18 23:51:02.012988
LCD Soundsystem - All my friends (Album Version),fm4,2021-04-18 17:27:02.950562
LCD Soundsystem - Daft Punk Is Playing At My House,fm4,2021-04-18 14:24:03.595493
Lady Antebellum - Lie With Me,radiowien,2021-04-19 03:48:02.499134
Lady Gaga - Stupid Love,oe3,2021-04-18 23:30:01.199226
Lana Del Rey - White Dress | FM4 Sunny Side Up,fm4,2021-04-18 10:54:02.843589
Laura Branigan - Self Control,oe3,2021-04-19 02:15:01.762660
Lemo feat. Christina StÃ¼rmer - Nur Mensch,oe3,2021-04-19 01:42:01.998563
Leona Lewis - Better In Time,radiowien,2021-04-18 20:54:01.956538
Leony - Faded Love,oe3,2021-04-19 06:21:01.707282
Lewis Capaldi - Someone You Loved,radiowien,2021-04-18 21:18:01.937740
Lighthouse Family - Lifted,radiowien,2021-04-18 08:48:02.536411
Linkin Park - Shadow of the Day,oe3,2021-04-18 16:18:01.884256
Lionel Richie - My Love,radiowien,2021-04-18 13:00:02.037781
Lionel Richie - Stuck On You,radiowien,2021-04-19 06:57:02.496086
Lipps Inc. - Funkytown,oe3,2021-04-18 17:48:01.415071
Lisa Pac - Boring,oe3,2021-04-19 00:09:01.059097
Lisa Pac - Helium,oe3,2021-04-18 21:06:01.339602
Live Spirits - Into My Song,radiowien,2021-04-18 18:09:02.637992
Loreen - Euphoria,radiowien,2021-04-19 04:45:01.723894
Lost Frequencies - Are You with Me,oe3,2021-04-18 23:00:01.396893
Louane - Avenir,radiowien,2021-04-19 02:21:01.995006
Loud 9  Tamee Harrison - Song Of Life,radiowien,2021-04-18 18:30:03.138257
Louis The Child ft. K.Flay - It's Strange | FM4 Morning Show,fm4,2021-04-19 06:54:02.607785
Luca Malina - Rain | FM4 Morning Show,fm4,2021-04-19 06:00:02.712947
Luca Malina - Rain | FM4 Sunny Side Up,fm4,2021-04-18 08:51:01.649992
Luis Fonsi feat. Daddy Yankee - Despacito,oe3,2021-04-18 16:54:04.155465
Luke Andrews - Something About Her,radiowien,2021-04-18 11:57:02.648377
Luke Andrews Band - Who I Am,oe3,2021-04-18 21:00:01.729538
M.P. - Lie To Me | FM4 Hallo FM4,fm4,2021-04-18 11:33:01.937878
Madonna - Papa Don't Preach,radiowien,2021-04-19 04:36:02.498470
Magic! - Rude,oe3,2021-04-18 22:33:01.198127
Manfred Mann - Fox On The Run,radiowien,2021-04-18 22:09:02.803759
Manuel Ortega - Upside Down,radiowien,2021-04-18 19:51:02.547733
Maribou State ft Khruangbin - Feel Good | FM4 Sunny Side Up,fm4,2021-04-18 09:15:02.040162
Marit Larsen - If A Song Could Get Me You,radiowien,2021-04-19 04:12:01.714417
Marku Ribas & Erasmo Carlos - Beira D'Agua (A Festa),fm4,2021-04-18 09:36:02.639341
Maroon 5 - Memories,oe3,2021-04-18 12:48:01.705807
Maroon 5 - This Love,radiowien,2021-04-18 10:30:02.153473
Maroon 5 feat. Cardi B - Girls like You,oe3,2021-04-18 09:54:01.539572
Marque - Wonderman,radiowien,2021-04-18 19:27:02.150421
Marshmello & Anne-Marie - Friends,oe3,2021-04-19 03:36:01.670663
Marvin GayeKim Weston - It Takes Two,radiowien,2021-04-18 17:09:01.654776
Master KG ft. Nomcebo Zikode - Jerusalema,oe3,2021-04-19 05:09:01.353377
Matakustix - AlmÃsiKing,oe3,2021-04-18 22:57:01.195580
Mathou - You Never Walk Alone,radiowien,2021-04-18 12:27:01.739330
Matt Simons - We Can Do Better,radiowien,2021-04-18 17:48:02.252182
Mavi Phoenix - Grass And The Sun | FM4 Hallo FM4,fm4,2021-04-18 11:18:02.148339
Mavi Phoenix - Grass And The Sun | FM4 Soundpark,fm4,2021-04-18 23:15:02.108237
Maxi Priest - Wild World,radiowien,2021-04-18 14:36:01.638069
McGregorys - Are You An Angel,radiowien,2021-04-18 18:48:01.950237
McGregorys - Sunset In Berlin,radiowien,2021-04-18 23:15:01.696346
Meduza & Dermot Kennedy - Paradise,oe3,2021-04-19 01:33:00.997508
Meghan Trainor feat. John Legend - Like I'm gonna lose you,radiowien,2021-04-18 23:21:02.205794
Melanie Thornton - Love How You Love Me,radiowien,2021-04-19 02:12:01.995250
Mella Casata - Boys Tears,oe3,2021-04-18 21:27:01.438572
Mental As Anything - Live It Up,oe3,2021-04-18 18:09:01.793221
Metro Boomin - Borrowed Love (feat. Swae Lee & Wizkid),fm4,2021-04-19 06:21:02.805184
Michael Buble - Forever Now,radiowien,2021-04-18 12:21:01.949522
Michael Buble - Haven't Met You Yet,radiowien,2021-04-18 22:45:01.900804
Michael Patrick Kelly - Beautiful Madness,oe3,2021-04-19 07:09:01.797250
Michael Vatter - You,radiowien,2021-04-18 21:12:02.151851
Michelle Shocked - Anchorage,radiowien,2021-04-19 03:54:03.660873
Mick Jagger & Dave Grohl - Eazy Sleazy,oe3,2021-04-18 19:48:01.638225
Mickey - Trampoline | FM4 Fivas Ponyhof,fm4,2021-04-18 16:06:01.970363
Midge Ure - If I Was,radiowien,2021-04-19 04:15:01.900462
Mika - Relax (Take It Easy),radiowien,2021-04-19 05:54:02.613840
Miley Cyrus - Malibu,radiowien,2021-04-18 15:21:01.749096
Miley Cyrus - Midnight Sky,oe3,2021-04-18 10:09:01.193999
Milow - Howling At The Moon,radiowien,2021-04-18 14:24:03.003113
Milow - Whatever It Takes,oe3,2021-04-18 15:54:01.090819
Minisex - Du kleiner Spion,radiowien,2021-04-18 18:06:02.442676
Minisex - Rudi gib acht,radiowien,2021-04-18 12:12:02.344585
Mira Lu Kovacs - Pull Away | FM4 Soundpark,fm4,2021-04-19 00:36:02.396085
Mira Lu Kovacs - Want You | FM4 Soundpark,fm4,2021-04-19 00:33:02.208123
MisSiss - All I Wanna Say Now,radiowien,2021-04-18 22:15:02.106998
Mo - My Son,radiowien,2021-04-18 19:36:01.750689
MoKarin Raab - Face Of Love,radiowien,2021-04-19 00:15:01.796471
Moby - Why Does My Heart Feel So Bad?,radiowien,2021-04-18 22:30:01.807316
Mod Def - A Brighter Day | FM4 Fivas Ponyhof,fm4,2021-04-18 15:24:02.244064
Modern Modern Life - Orbit | FM4 Sunny Side Up,fm4,2021-04-18 10:12:02.276266
Mono Peninsula - Archangelsk | FM4 Soundpark,fm4,2021-04-19 00:57:02.206387
Moss feat. ZoÃ« - No Remedy,oe3,2021-04-18 22:24:01.796566
Mr. Big - To Be With You,radiowien,2021-04-18 14:00:01.659660
Munimuni & Seelenwald - Missing Link | FM4 Morning Show,fm4,2021-04-19 06:27:01.720282
My Ugly Clementine - Never Be Yours | FM4 Hallo FM4,fm4,2021-04-18 14:06:02.538795
My Ugly Clementine - The Good The Bad The Ugly,fm4,2021-04-19 04:39:03.096091
Myd - Let You Speak | FM4 Sunny Side Up,fm4,2021-04-18 10:06:02.537408
MÃ¥ns Zelmerloew - Heroes,radiowien,2021-04-18 16:09:02.140816
MÃ¶we - Skyline,oe3,2021-04-18 13:27:00.893167
MÃ¶we feat. Emy Perez - Down by the River,oe3,2021-04-19 00:51:01.159543
Möwe feat. 3Angle & Norah B. - Can't Stop (Tu Ru Tu),oe3,2021-04-18 20:12:00.839519
N'Sync - Tearin' Up My Heart,radiowien,2021-04-18 15:24:01.949131
Narou - Check On Me  (with at the crib.) | FM4 Morning Show,fm4,2021-04-19 04:54:03.116001
Nat King Cole - L-O-V-E,radiowien,2021-04-18 23:09:02.796122
Natalie Imbruglia - Torn,radiowien,2021-04-18 10:12:02.065464
Nazareth - Dream On,radiowien,2021-04-18 20:36:01.838688
Nea - Some Say,oe3,2021-04-18 16:15:04.028118
Neil Young - Heart Of Gold,radiowien,2021-04-19 00:51:01.695081
New Kids On The Block - Step By Step,radiowien,2021-04-19 02:51:02.495439
Nickelback - If Everyone Cared,oe3,2021-04-18 14:42:01.599259
Nickelback - What Are You Waiting for?,oe3,2021-04-18 22:18:01.398279
Nico Santos Feat. Lena - Better,radiowien,2021-04-18 22:21:01.895157
Nik Kershaw - The Riddle,radiowien,2021-04-19 00:00:01.968825
"Nils Landgren Funk Unit - Money, Money, Money",fm4,2021-04-18 15:33:03.252960
Nilüfer Yanya - Keep On Calling | FM4 Fivas Ponyhof,fm4,2021-04-18 16:18:03.200766
No Angels - Daylight In Your Eyes,radiowien,2021-04-18 08:54:01.837642
No Mercy - Please Don't Go,radiowien,2021-04-18 11:30:02.643578
Noga Erez - End Of The Road | FM4 Hallo FM4,fm4,2021-04-18 14:54:02.643759
Nora Mazu ft. Pippa - Verrückt | FM4 Hallo FM4,fm4,2021-04-18 13:36:03.037912
Norah Jones - Love Me,radiowien,2021-04-18 20:30:01.649554
Norbert Schneider - Blues fuer Zwa,radiowien,2021-04-18 19:48:02.540941
Nuborn - Teardrop,radiowien,2021-04-18 19:57:02.055098
OMI - Cheerleader (Felix Jaehn Remix  Radio Edit),radiowien,2021-04-19 03:00:02.508434
ORF Radio Kaernten - Mein Daheim,oe3,2021-04-19 05:42:01.105622
OSKA - Lousy T-Shirt (FM4 Sessions) | FM4 Soundpark,fm4,2021-04-19 00:24:02.696513
Of Monsters And Men - Little Talks,radiowien,2021-04-18 15:33:02.840118
Of Monsters and Men - Little Talks,oe3,2021-04-19 05:48:01.405218
Ol' Burger Beats & Vuyo - Athens | FM4 Fivas Ponyhof,fm4,2021-04-18 15:12:02.555945
Oliver Malcolm - Skywalker | FM4 Sunny Side Up,fm4,2021-04-18 10:36:02.937371
Olly Murs - Dear Darlin',radiowien,2021-04-18 17:33:01.665624
One Direction - Steal my girl,radiowien,2021-04-18 10:24:01.555662
OneRepublic - Something I Need,radiowien,2021-04-18 13:09:02.437430
Onk Lou - Like 16,oe3,2021-04-19 01:54:01.659256
Oscar & The Wolf - James | FM4 Hallo FM4,fm4,2021-04-18 12:24:02.641599
Oscar & The Wolf - James | FM4 Morning Show,fm4,2021-04-19 05:21:03.210443
Oska - Love You've Lost,oe3,2021-04-18 20:30:00.937859
Oska - Love Youve Lost,radiowien,2021-04-18 19:45:02.337153
Ostbahn-Kurti & Die Chefpartie - 57er Chevy,oe3,2021-04-18 09:12:00.940205
Otis Redding - The Dock of the Bay,oe3,2021-04-18 18:42:01.000064
Paenda - Want Me Not To Want You,oe3,2021-04-18 21:42:01.352983
Paloma Faith - Trouble with my baby,radiowien,2021-04-18 14:15:02.138092
Panic! At The Disco - High Hopes,oe3,2021-04-19 04:57:01.750451
Part Time Friends - Fire | FM4 Morning Show,fm4,2021-04-19 06:09:02.133720
Patsy Gallant - From New York To L. A.,radiowien,2021-04-18 11:27:02.448248
Paul McCartney & Wings - Band On The Run,radiowien,2021-04-18 12:45:02.336993
Paul Simon - Kodachrome,radiowien,2021-04-18 13:42:01.340705
Paul Young - Come Back And Stay,radiowien,2021-04-18 22:36:02.311221
"Paul erinnert ""In My Head"" von ""We Are Scientists"" an eine l ...",fm4,2021-04-18 11:21:02.041554
Paulina Czienskowski & Yassin - Taube (feat. Schmyt),fm4,2021-04-18 15:15:02.843865
Pedro Capo & Farruko - Calma (Alan Walker Remix),oe3,2021-04-19 04:24:03.683581
Percy Sledge - When A Man Loves A Woman,radiowien,2021-04-19 00:36:02.015487
Peter Andre - Mysterious Girl,radiowien,2021-04-19 03:12:01.603031
Peter Cornelius - Du entschuldige - i kenn di,radiowien,2021-04-18 11:15:01.739385
Peter Cornelius - Reif fuer die Insel,radiowien,2021-04-19 04:39:02.695238
Peter DukeShine - Knock On My Door,radiowien,2021-04-18 19:00:02.041413
Peter Gabriel - Games Without Frontiers,oe3,2021-04-18 19:12:04.578504
Peter Gabriel - Solsbury Hill,radiowien,2021-04-18 14:18:04.399964
Phantom Planet - California,oe3,2021-04-19 07:18:01.392670
Phil Collins - Can't Stop Loving You,oe3,2021-04-19 01:57:02.062852
Phil Collins - Do You Remember,radiowien,2021-04-18 22:24:02.207596
Phil Collins - Two Hearts,radiowien,2021-04-18 12:39:02.138333
Pink & Willow Sage Hart - Cover Me in Sunshine,oe3,2021-04-19 07:15:04.615111
Pink - Sober,oe3,2021-04-19 03:42:02.153289
Pink - What about us,radiowien,2021-04-18 23:33:01.796927
Pink feat. Cash Cash - Can We Pretend,oe3,2021-04-18 13:45:01.122535
Pitbull  Christina Aguilera - Feel This Moment,oe3,2021-04-18 10:45:00.901127
Pitbull feat. Ke$ha - Timber,oe3,2021-04-18 15:27:01.403582
"Pizzera & Jaus - wer, wenn net du",oe3,2021-04-18 15:24:01.139915
Pointer Sisters - I'm So Excited,radiowien,2021-04-19 07:06:02.399671
Poldoore - In Your Head | FM4 Sunny Side Up,fm4,2021-04-18 09:24:03.637763
Poolside & Drama - I Feel High | FM4 Hallo FM4,fm4,2021-04-18 11:06:02.303483
Pote ft. Damon Albarn - Young Lies | FM4 Hallo FM4,fm4,2021-04-18 13:45:02.041264
Pressyes - Lus U | FM4 Morning Show,fm4,2021-04-19 04:18:02.002922
Pressyes - Lus U | FM4 Sunny Side Up,fm4,2021-04-18 09:42:02.337302
Prince - 1999,oe3,2021-04-18 18:54:01.798304
Prince - Kiss,oe3,2021-04-19 07:06:01.497484
Prince - Purple Rain,radiowien,2021-04-19 06:18:02.412419
Prince And The New Power Generation - Diamonds And Pearls,radiowien,2021-04-18 10:14:30.483312
Purple Disco Machine feat. Moss Kena & The Knocks - Fireworks,oe3,2021-04-19 01:21:01.543151
Pussycat Dolls - Sway,radiowien,2021-04-18 13:39:02.255829
Queen - Don't Stop Me Now,oe3,2021-04-19 04:45:00.977814
Queen - I Want It All,oe3,2021-04-19 01:15:01.263983
Queen - In Only Seven Days,radiowien,2021-04-18 14:51:04.392407
Queen - Now I'm Here,oe3,2021-04-18 18:18:01.203519
Queen - You Don't Fool Me,radiowien,2021-04-18 10:33:02.838019
Queens Of The Stone Age - I Sat By The Ocean | FM4 Morning Show,fm4,2021-04-19 05:12:02.716699
R.E.M. - Everybody Hurts,oe3,2021-04-18 15:45:01.586718
R.E.M. - Man On The Moon,radiowien,2021-04-19 06:06:05.282278
RIAN - Moonlight,oe3,2021-04-18 23:45:01.749840
Rachel Platten - Fight Song,oe3,2021-04-18 08:25:15.638246
Radio Wien - Einfach gute Musik,radiowien,2021-04-19 06:00:02.405211
Raen Talion & No Alter Boy - XI | FM4 Morning Show,fm4,2021-04-19 04:21:02.009840
Rag'n'Bone Man & Pink - Anywhere Away from Here,oe3,2021-04-18 22:42:01.052624
Rag'n'Bone Man - All You Ever Wanted,oe3,2021-04-19 05:21:01.706168
Rainhard Fendrich - Der Himmel wuerfelt leider nicht,radiowien,2021-04-19 01:42:02.404578
Rainhard Fendrich - Der Wind,radiowien,2021-04-18 13:12:02.939070
"Rainhard Fendrich - Es tuat so weh, wenn ma verliert",radiowien,2021-04-18 18:33:02.440169
Rainhard Fendrich - Macho Macho,oe3,2021-04-19 05:39:01.069086
Rainhard Fendrich - Manchmal denk i no an di,radiowien,2021-04-19 06:48:02.397779
Rakede - Jetzt Gehst Du Weg | FM4 Zimmerservice,fm4,2021-04-18 18:33:03.038826
Rea Garvey & VIZE - The One,oe3,2021-04-19 05:36:01.960940
Reamonn - Supergirl,radiowien,2021-04-18 14:39:02.237641
Red Hot Chili Peppers - Parallel Universe,oe3,2021-04-18 19:06:01.407988
Restless Leg Syndrome - Spirit | FM4 Soundpark,fm4,2021-04-19 01:09:02.906064
Retrogott & Nepumuk - Wörtliche Rede | FM4 Fivas Ponyhof,fm4,2021-04-18 16:48:02.138133
Rhys Rich - No Confetti | FM4 Fivas Ponyhof,fm4,2021-04-18 15:09:02.744077
Ricky Martin - Livin' La Vida Loca,radiowien,2021-04-18 11:00:04.036953
Rihanna - Love on the Brain,oe3,2021-04-18 11:54:01.321539
Robbie Williams - Let Me Entertain You,radiowien,2021-04-18 14:06:02.338102
Robbie Williams - She's The One,radiowien,2021-04-19 07:12:01.899751
Robin Schulz & Felix Jaehn ft. Alida - One More Time,oe3,2021-04-19 03:27:02.011615
Robin Schulz feat. Alida - In Your Eyes,oe3,2021-04-18 22:39:01.795982
Robin Schulz feat. Kiddo - All We Got,oe3,2021-04-19 05:45:01.269832
Rodney HunterPaul St.Hi - Vampire | FM4 Morning Show,fm4,2021-04-19 05:24:02.015916
Rolling Stones - Don't Stop,radiowien,2021-04-18 12:00:01.741025
Rolling Stones - Honky Tonk Woman,radiowien,2021-04-18 18:00:02.644493
Rolling Stones - Miss You,radiowien,2021-04-19 05:21:02.608588
Roosevelt - Under The Sun | FM4 Morning Show,fm4,2021-04-19 05:39:02.497917
"Rosalia, J. Balvin, El Guincho - Con Altura | FM4 Sunny Side Up",fm4,2021-04-18 10:24:02.037268
Rossvanboss & JSB - Bagnino | FM4 Sunny Side Up,fm4,2021-04-18 10:21:02.839799
Rox4 - In Your Eyes,radiowien,2021-04-18 18:39:01.448673
Roxette - Fading Like A Flower (Every Time You Leave),radiowien,2021-04-19 06:51:02.414472
Roxette - Listen To Your Heart,radiowien,2021-04-18 21:36:04.977894
Roxette - Spending My Time,oe3,2021-04-18 22:09:01.956703
Roxette - Wish I Could Fly,radiowien,2021-04-18 09:54:02.254548
Royal Blood - Trouble's Coming | FM4 Morning Show,fm4,2021-04-19 06:12:02.215468
"Rudimental feat. Jess Glynne, Macklemore - These Days",oe3,2021-04-18 12:45:01.491129
Ryan Paris - Dolce Vita,radiowien,2021-04-19 05:57:02.511059
STS - Grossvater,radiowien,2021-04-18 18:51:02.052693
STS - GroÃvater,oe3,2021-04-18 14:24:02.197781
STS - Großvater,oe3,2021-04-18 14:21:01.553960
Salt'n'Pepa - Let's Talk About Sex,radiowien,2021-04-19 00:30:01.701568
Sam Cooke - Wonderful World,radiowien,2021-04-18 16:00:01.637884
Sandra Pires - I'll Be On Your Side,radiowien,2021-04-18 17:18:02.354682
Sasha - I Feel Lonely,radiowien,2021-04-19 02:27:02.597222
Sasha - Lucky Day,radiowien,2021-04-18 12:57:01.940543
Savage Garden - Truly Madly Deeply,radiowien,2021-04-18 21:15:02.350331
Savi Kaboo - Music On The Daily | FM4 Soundpark,fm4,2021-04-19 03:51:03.211799
Savi Kaboo - Music On The Daily | FM4 Sunny Side Up,fm4,2021-04-18 09:45:02.240837
"Saweetie ft. Doja Cat, Stefflon Don - Best Friend",fm4,2021-04-18 13:33:02.338037
Seal - Every time I'm with you,radiowien,2021-04-19 01:36:01.604695
Seeed - GELD | FM4 Morning Show,fm4,2021-04-19 04:27:03.002143
Seiler und Speer - Herr Inspektor,oe3,2021-04-18 21:36:04.712199
Shaggy - Broadway | FM4 Fivas Ponyhof,fm4,2021-04-18 16:45:02.738847
Shaggy - I Got You (feat. Jovi Rockwell) | FM4 Fivas Ponyhof,fm4,2021-04-18 16:39:02.249429
Shaggy feat. Rayvon - Angel,radiowien,2021-04-19 00:39:01.395516
"Shakira - Whenever, Wherever",radiowien,2021-04-19 02:45:02.115527
Shania Twain - Come On Over,radiowien,2021-04-18 15:09:02.342677
Shania Twain - Lifes about to get good,radiowien,2021-04-19 00:21:01.895947
Shanice - I Love Your Smile,radiowien,2021-04-19 06:21:02.505941
Shawn Mendes - Wonder,oe3,2021-04-19 06:15:01.650264
Shawn MendesCamila Cabello - Senorita,radiowien,2021-04-18 11:24:02.537221
Sheryl Crow - All I Wanna Do,radiowien,2021-04-18 12:51:01.537855
Shola Ama - You Might Need Somebody,radiowien,2021-04-19 04:21:01.713396
Sigur Ros - Isjaki | FM4 Morning Show,fm4,2021-04-19 06:48:02.904616
Silk Mob - Mehr | FM4 Soundpark,fm4,2021-04-19 00:27:02.696231
Simon Lewis - Break Your Wall,radiowien,2021-04-18 19:06:02.256786
Simon Lewis - Hey Jessy,oe3,2021-04-18 22:00:01.459871
Simple Minds - Don't You (Forget About Me),radiowien,2021-04-18 17:06:02.438525
Simply Red - Perfect Love,radiowien,2021-04-18 21:33:02.237928
Sixpence None The Richer - Kiss Me,radiowien,2021-04-18 17:21:02.054850
Skofi & Skyfarmer - Gedankenfrei | FM4 Soundpark,fm4,2021-04-19 03:42:03.513289
Skofi & Skyfarmer - Wischweg | FM4 Soundpark,fm4,2021-04-19 03:39:02.495265
Skunk Anansie - Hedonism,oe3,2021-04-18 10:39:01.639670
Skunk Anansie - Weak,oe3,2021-04-18 18:57:01.739613
Smashing Pumpkins - The Celestials | FM4 Morning Show,fm4,2021-04-19 07:12:02.208767
Smashing Pumpkins - Today | FM4 Hallo FM4,fm4,2021-04-18 13:30:01.853596
SofÃ­a ValdÃ©s - Gems | FM4 Morning Show,fm4,2021-04-19 05:18:02.608046
Soia - My Tiny (L One Remix) | FM4 Soundpark,fm4,2021-04-18 23:21:02.498499
Solo Canzoni - Dimmi dimmi,radiowien,2021-04-18 22:39:02.595376
Solo Canzoni - Sai (Version 2004),radiowien,2021-04-18 09:51:02.162088
Sons Of Raphael - Revolution | FM4 Hallo FM4,fm4,2021-04-18 11:48:01.941447
Spandau Ballet - I'll Fly For You,radiowien,2021-04-18 11:54:01.949187
Spencer Davis Group - Gimme Some Lovin',radiowien,2021-04-18 09:12:01.643537
Stealers Wheel - Stuck In The Middle With You,radiowien,2021-04-18 22:42:01.623602
Steppenwolf - Born To Be Wild,radiowien,2021-04-18 10:51:02.144235
Stevie Wonder - Lately,radiowien,2021-04-18 21:00:02.641290
Stevie Wonder - Master Blaster ( Jammin'),radiowien,2021-04-18 09:33:03.139669
Stevie Wonder - Sir Duke  (Tribute To Duke Ellington),radiowien,2021-04-19 02:24:02.006578
Sting - Englishman in New York,oe3,2021-04-18 22:51:01.656276
Sting - Love Is The Seventh Wave,radiowien,2021-04-19 03:57:02.000004
Sting Shaggy - Don't make me wait,radiowien,2021-04-18 17:24:02.539364
Styx - Babe,radiowien,2021-04-18 20:24:01.838122
Sugababes - About You Now,oe3,2021-04-19 05:18:01.705908
Supermax - Camillo,radiowien,2021-04-18 19:42:02.237244
Supertramp - Give A Little Bit,radiowien,2021-04-19 00:24:02.196262
Survivor - Eye Of The Tiger,radiowien,2021-04-19 02:30:01.501809
Suzi Quatro - She's In Love With You,radiowien,2021-04-19 06:39:02.219014
Svaba Ortak - Alal Vera | FM4 Soundpark,fm4,2021-04-19 03:54:03.836270
Sydney Youngblood - If Only I Could,radiowien,2021-04-19 07:00:01.707360
Sylvia - Lay It On Me | FM4 Sunny Side Up,fm4,2021-04-18 10:33:03.238242
"Symbol, Prince - The Most Beautiful Girl In The World",radiowien,2021-04-18 21:45:02.097247
T. Rex - Hot Love,radiowien,2021-04-18 08:45:04.316488
Taio Cruz - Break Your Heart,oe3,2021-04-18 23:21:01.569327
Take That - Never Forget,radiowien,2021-04-18 09:27:04.899463
Tal Bachman - She's So High,oe3,2021-04-19 04:15:00.955625
Tanita Tikaram - Twist In My Sobriety,radiowien,2021-04-18 11:18:01.737516
Tate McRae - You Broke Me First,oe3,2021-04-19 00:30:01.351949
Taylor Swift - Blank Space,oe3,2021-04-19 01:18:01.451754
Taylor Swift - Shake It Off,oe3,2021-04-19 04:09:01.674365
Tears For Fears - Everybody Wants To Rule The World,radiowien,2021-04-18 14:27:02.143068
Terence Trent D'Arby - Wishing Well,radiowien,2021-04-19 02:18:01.595903
Texas - Summer Son,oe3,2021-04-18 23:39:02.454144
