,name,station,date,artist,song,uri,acousticness,danceability,energy,instrumentalness,liveness,speechiness,tempo,valence,loudness,index,spotify_artist,spotify_song,scraped_artist,scraped_song
0,10cc - The Things We Do For Love,radiowien,2021-04-18 20:45:01.848298,10cc , The Things We Do For Love,spotify:track:6KEWtSOGKpIXGw6l1uJgsR,0.163,0.637,0.528,0.0,0.122,0.0394,106.949,0.781,-9.837,1,10cc,The Things We Do For Love,,
1,10cc - The Things We Do For Love,radiowien,2021-04-18 20:45:01.848298,10cc , The Things We Do For Love,spotify:track:6KEWtSOGKpIXGw6l1uJgsR,0.163,0.637,0.528,0.0,0.122,0.0394,106.949,0.781,-9.837,1,10cc,The Things We Do For Love,,
2,10cc - The Things We Do For Love,radiowien,2021-04-27 03:54:02.141980,10cc , The Things We Do For Love,spotify:track:6KEWtSOGKpIXGw6l1uJgsR,0.163,0.637,0.528,0.0,0.122,0.0394,106.949,0.781,-9.837,1,10cc,The Things We Do For Love,,
3,10cc - The Things We Do For Love,radiowien,2021-04-27 03:54:02.141980,10cc , The Things We Do For Love,spotify:track:6KEWtSOGKpIXGw6l1uJgsR,0.163,0.637,0.528,0.0,0.122,0.0394,106.949,0.781,-9.837,1,10cc,The Things We Do For Love,,
4,24kgoldn - mood (feat. iann dior),kronehit,2021-04-19 07:21:01.739648,24kgoldn , mood (feat. iann dior),spotify:track:4jPy3l0RUwlUI9T5XHBW2m,0.174,0.701,0.716,0.0,0.324,0.0361,91.007,0.732,-3.671,2,24kGoldn,Mood (feat. iann dior),,
5,24kgoldn - mood (feat. iann dior),kronehit,2021-04-23 12:06:02.456687,24kgoldn , mood (feat. iann dior),spotify:track:4jPy3l0RUwlUI9T5XHBW2m,0.174,0.701,0.716,0.0,0.324,0.0361,91.007,0.732,-3.671,2,24kGoldn,Mood (feat. iann dior),,
6,24kgoldn - mood (feat. iann dior),kronehit,2021-05-02 07:33:01.543624,24kgoldn , mood (feat. iann dior),spotify:track:4jPy3l0RUwlUI9T5XHBW2m,0.174,0.701,0.716,0.0,0.324,0.0361,91.007,0.732,-3.671,2,24kGoldn,Mood (feat. iann dior),,
7,24kgoldn - mood (feat. iann dior),kronehit,2021-05-02 07:33:01.543624,24kgoldn , mood (feat. iann dior),spotify:track:4jPy3l0RUwlUI9T5XHBW2m,0.174,0.701,0.716,0.0,0.324,0.0361,91.007,0.732,-3.671,2,24kGoldn,Mood (feat. iann dior),,
8,3 Doors Down - Here Without You,oe3,2021-04-19 02:57:01.546368,3 Doors Down , Here Without You,spotify:track:3NLrRZoMF0Lx6zTlYqeIo4,0.0492,0.557,0.533,0.0,0.205,0.0252,143.994,0.233,-6.817,3,3 Doors Down,Here Without You,,
9,3 Doors Down - Here Without You,oe3,2021-04-19 02:57:01.546368,3 Doors Down , Here Without You,spotify:track:3NLrRZoMF0Lx6zTlYqeIo4,0.0492,0.557,0.533,0.0,0.205,0.0252,143.994,0.233,-6.817,3,3 Doors Down,Here Without You,,
10,3 Doors Down - Here Without You,oe3,2021-05-01 00:45:01.667691,3 Doors Down , Here Without You,spotify:track:3NLrRZoMF0Lx6zTlYqeIo4,0.0492,0.557,0.533,0.0,0.205,0.0252,143.994,0.233,-6.817,3,3 Doors Down,Here Without You,,
11,3 Doors Down - Here Without You,oe3,2021-05-01 00:45:01.667691,3 Doors Down , Here Without You,spotify:track:3NLrRZoMF0Lx6zTlYqeIo4,0.0492,0.557,0.533,0.0,0.205,0.0252,143.994,0.233,-6.817,3,3 Doors Down,Here Without You,,
12,5K HD - Happy Fxxxing Life ,fm4,2021-04-19 05:42:02.007938,5K HD , Happy Fxxxing Life ,spotify:track:251tbCCIMfcaTAjbBBd08U,0.267,0.76,0.887,0.166,0.0424,0.0368,132.072,0.716,-4.935,4,5K HD,Happy Fxxxing Life,,
13,5K HD - Happy Fxxxing Life ,fm4,2021-04-19 05:42:02.007938,5K HD , Happy Fxxxing Life ,spotify:track:251tbCCIMfcaTAjbBBd08U,0.267,0.76,0.887,0.166,0.0424,0.0368,132.072,0.716,-4.935,4,5K HD,Happy Fxxxing Life,,
14,5K HD - Happy Fxxxing Life ,fm4,2021-04-25 14:21:02.432277,5K HD , Happy Fxxxing Life ,spotify:track:251tbCCIMfcaTAjbBBd08U,0.267,0.76,0.887,0.166,0.0424,0.0368,132.072,0.716,-4.935,4,5K HD,Happy Fxxxing Life,,
15,5K HD - Happy Fxxxing Life ,fm4,2021-05-01 04:12:02.355612,5K HD , Happy Fxxxing Life ,spotify:track:251tbCCIMfcaTAjbBBd08U,0.267,0.76,0.887,0.166,0.0424,0.0368,132.072,0.716,-4.935,4,5K HD,Happy Fxxxing Life,,
16,5K HD - Happy Fxxxing Life ,fm4,2021-04-25 14:21:02.432277,5K HD , Happy Fxxxing Life ,spotify:track:251tbCCIMfcaTAjbBBd08U,0.267,0.76,0.887,0.166,0.0424,0.0368,132.072,0.716,-4.935,4,5K HD,Happy Fxxxing Life,,
17,5K HD - Happy Fxxxing Life ,fm4,2021-05-01 04:12:02.355612,5K HD , Happy Fxxxing Life ,spotify:track:251tbCCIMfcaTAjbBBd08U,0.267,0.76,0.887,0.166,0.0424,0.0368,132.072,0.716,-4.935,4,5K HD,Happy Fxxxing Life,,
18,ACDC - For Those About to Rock (We Salute You),oe3,2021-04-18 18:45:01.094749,ACDC , For Those About to Rock (We Salute You),spotify:track:17lu4tymfnhmcIDlzBbtAb,0.000376,0.37,0.919,0.419,0.49,0.102,134.021,0.471,-5.721,6,AC/DC,For Those About to Rock (We Salute You),,
19,ACDC - For Those About to Rock (We Salute You),oe3,2021-04-18 18:45:01.094749,ACDC , For Those About to Rock (We Salute You),spotify:track:17lu4tymfnhmcIDlzBbtAb,0.000376,0.37,0.919,0.419,0.49,0.102,134.021,0.471,-5.721,6,AC/DC,For Those About to Rock (We Salute You),,
20,ACDC - For Those About to Rock (We Salute You),oe3,2021-04-18 18:45:01.094749,ACDC , For Those About to Rock (We Salute You),spotify:track:17lu4tymfnhmcIDlzBbtAb,0.000376,0.37,0.919,0.419,0.49,0.102,134.021,0.471,-5.721,6,AC/DC,For Those About to Rock (We Salute You),,
21,ACDC - For Those About to Rock (We Salute You),oe3,2021-04-18 18:45:01.094749,ACDC , For Those About to Rock (We Salute You),spotify:track:17lu4tymfnhmcIDlzBbtAb,0.000376,0.37,0.919,0.419,0.49,0.102,134.021,0.471,-5.721,6,AC/DC,For Those About to Rock (We Salute You),,
22,Abba - Chiquitita,radiowien,2021-04-18 17:51:02.341100,Abba , Chiquitita,spotify:track:762B4bOcXF7I2Y8UlKTyTy,0.734,0.5,0.554,3.72e-06,0.312,0.0354,84.229,0.372,-8.108,9,ABBA,Chiquitita,,
23,Abba - Chiquitita,radiowien,2021-04-18 17:51:02.341100,Abba , Chiquitita,spotify:track:762B4bOcXF7I2Y8UlKTyTy,0.734,0.5,0.554,3.72e-06,0.312,0.0354,84.229,0.372,-8.108,9,ABBA,Chiquitita,,
24,Abba - Chiquitita,radiowien,2021-04-26 18:57:02.203977,Abba , Chiquitita,spotify:track:762B4bOcXF7I2Y8UlKTyTy,0.734,0.5,0.554,3.72e-06,0.312,0.0354,84.229,0.372,-8.108,9,ABBA,Chiquitita,,
25,Abba - Chiquitita,radiowien,2021-04-26 18:57:02.203977,Abba , Chiquitita,spotify:track:762B4bOcXF7I2Y8UlKTyTy,0.734,0.5,0.554,3.72e-06,0.312,0.0354,84.229,0.372,-8.108,9,ABBA,Chiquitita,,
26,Abba - Waterloo,radiowien,2021-04-19 06:30:01.821049,Abba , Waterloo,spotify:track:3Dy4REq8O09IlgiwuHQ3sk,0.395,0.445,0.949,8.18e-06,0.0902,0.0471,147.604,0.653,-4.682,10,ABBA,Waterloo,,
27,Abba - Waterloo,radiowien,2021-04-19 06:30:01.821049,Abba , Waterloo,spotify:track:3Dy4REq8O09IlgiwuHQ3sk,0.395,0.445,0.949,8.18e-06,0.0902,0.0471,147.604,0.653,-4.682,10,ABBA,Waterloo,,
28,Abba - Waterloo,radiowien,2021-04-27 11:00:02.104384,Abba , Waterloo,spotify:track:3Dy4REq8O09IlgiwuHQ3sk,0.395,0.445,0.949,8.18e-06,0.0902,0.0471,147.604,0.653,-4.682,10,ABBA,Waterloo,,
29,Abba - Waterloo,radiowien,2021-04-27 11:00:02.104384,Abba , Waterloo,spotify:track:3Dy4REq8O09IlgiwuHQ3sk,0.395,0.445,0.949,8.18e-06,0.0902,0.0471,147.604,0.653,-4.682,10,ABBA,Waterloo,,
30,Ace Of Base - The Sign,radiowien,2021-04-19 04:57:02.610555,Ace Of Base , The Sign,spotify:track:0hrBpAOgrt8RXigk83LLNE,0.00928,0.808,0.786,0.0701,0.0574,0.0447,96.987,0.899,-6.897,11,Ace of Base,The Sign,,
31,Ace Of Base - The Sign,radiowien,2021-04-19 04:57:02.610555,Ace Of Base , The Sign,spotify:track:0hrBpAOgrt8RXigk83LLNE,0.00928,0.808,0.786,0.0701,0.0574,0.0447,96.987,0.899,-6.897,11,Ace of Base,The Sign,,
32,Ace Of Base - The Sign,radiowien,2021-04-27 14:06:03.352096,Ace Of Base , The Sign,spotify:track:0hrBpAOgrt8RXigk83LLNE,0.00928,0.808,0.786,0.0701,0.0574,0.0447,96.987,0.899,-6.897,11,Ace of Base,The Sign,,
33,Ace Of Base - The Sign,radiowien,2021-04-27 14:06:03.352096,Ace Of Base , The Sign,spotify:track:0hrBpAOgrt8RXigk83LLNE,0.00928,0.808,0.786,0.0701,0.0574,0.0447,96.987,0.899,-6.897,11,Ace of Base,The Sign,,
34,Adaolisa - Fineboy ,fm4,2021-04-18 11:39:03.850160,Adaolisa , Fineboy ,spotify:track:1kYAqOnmis1UwgIa5ovUgb,0.662,0.774,0.543,7.36e-05,0.121,0.0903,91.887,0.511,-8.214,12,adaolisa,Fineboy,,
35,Adaolisa - Fineboy ,fm4,2021-04-18 23:18:01.799808,Adaolisa , Fineboy ,spotify:track:1kYAqOnmis1UwgIa5ovUgb,0.662,0.774,0.543,7.36e-05,0.121,0.0903,91.887,0.511,-8.214,12,adaolisa,Fineboy,,
36,Adaolisa - Fineboy ,fm4,2021-04-22 13:48:01.926691,Adaolisa , Fineboy ,spotify:track:1kYAqOnmis1UwgIa5ovUgb,0.662,0.774,0.543,7.36e-05,0.121,0.0903,91.887,0.511,-8.214,12,adaolisa,Fineboy,,
37,Adaolisa - Fineboy ,fm4,2021-04-18 11:39:03.850160,Adaolisa , Fineboy ,spotify:track:1kYAqOnmis1UwgIa5ovUgb,0.662,0.774,0.543,7.36e-05,0.121,0.0903,91.887,0.511,-8.214,12,adaolisa,Fineboy,,
38,Adaolisa - Fineboy ,fm4,2021-04-23 06:36:03.050402,Adaolisa , Fineboy ,spotify:track:1kYAqOnmis1UwgIa5ovUgb,0.662,0.774,0.543,7.36e-05,0.121,0.0903,91.887,0.511,-8.214,12,adaolisa,Fineboy,,
39,Adaolisa - Fineboy ,fm4,2021-04-22 00:45:02.851501,Adaolisa , Fineboy ,spotify:track:1kYAqOnmis1UwgIa5ovUgb,0.662,0.774,0.543,7.36e-05,0.121,0.0903,91.887,0.511,-8.214,12,adaolisa,Fineboy,,
40,Adaolisa - Fineboy ,fm4,2021-04-20 02:21:02.651298,Adaolisa , Fineboy ,spotify:track:1kYAqOnmis1UwgIa5ovUgb,0.662,0.774,0.543,7.36e-05,0.121,0.0903,91.887,0.511,-8.214,12,adaolisa,Fineboy,,
41,Adaolisa - Fineboy ,fm4,2021-04-18 23:18:01.799808,Adaolisa , Fineboy ,spotify:track:1kYAqOnmis1UwgIa5ovUgb,0.662,0.774,0.543,7.36e-05,0.121,0.0903,91.887,0.511,-8.214,12,adaolisa,Fineboy,,
42,Adaolisa - Fineboy ,fm4,2021-04-21 10:18:01.960245,Adaolisa , Fineboy ,spotify:track:1kYAqOnmis1UwgIa5ovUgb,0.662,0.774,0.543,7.36e-05,0.121,0.0903,91.887,0.511,-8.214,12,adaolisa,Fineboy,,
43,Adaolisa - Fineboy ,fm4,2021-04-24 16:36:01.953210,Adaolisa , Fineboy ,spotify:track:1kYAqOnmis1UwgIa5ovUgb,0.662,0.774,0.543,7.36e-05,0.121,0.0903,91.887,0.511,-8.214,12,adaolisa,Fineboy,,
44,Adaolisa - Fineboy ,fm4,2021-04-29 16:24:02.910412,Adaolisa , Fineboy ,spotify:track:1kYAqOnmis1UwgIa5ovUgb,0.662,0.774,0.543,7.36e-05,0.121,0.0903,91.887,0.511,-8.214,12,adaolisa,Fineboy,,
45,Adaolisa - Fineboy ,fm4,2021-04-18 11:39:03.850160,Adaolisa , Fineboy ,spotify:track:1kYAqOnmis1UwgIa5ovUgb,0.662,0.774,0.543,7.36e-05,0.121,0.0903,91.887,0.511,-8.214,12,adaolisa,Fineboy,,
46,Adaolisa - Fineboy ,fm4,2021-04-26 18:51:02.211536,Adaolisa , Fineboy ,spotify:track:1kYAqOnmis1UwgIa5ovUgb,0.662,0.774,0.543,7.36e-05,0.121,0.0903,91.887,0.511,-8.214,12,adaolisa,Fineboy,,
47,Adaolisa - Fineboy ,fm4,2021-05-02 05:48:01.950988,Adaolisa , Fineboy ,spotify:track:1kYAqOnmis1UwgIa5ovUgb,0.662,0.774,0.543,7.36e-05,0.121,0.0903,91.887,0.511,-8.214,12,adaolisa,Fineboy,,
48,Adaolisa - Fineboy ,fm4,2021-04-29 03:12:02.529089,Adaolisa , Fineboy ,spotify:track:1kYAqOnmis1UwgIa5ovUgb,0.662,0.774,0.543,7.36e-05,0.121,0.0903,91.887,0.511,-8.214,12,adaolisa,Fineboy,,
49,Adaolisa - Fineboy ,fm4,2021-04-27 02:30:02.442665,Adaolisa , Fineboy ,spotify:track:1kYAqOnmis1UwgIa5ovUgb,0.662,0.774,0.543,7.36e-05,0.121,0.0903,91.887,0.511,-8.214,12,adaolisa,Fineboy,,
50,Adaolisa - Fineboy ,fm4,2021-04-18 23:18:01.799808,Adaolisa , Fineboy ,spotify:track:1kYAqOnmis1UwgIa5ovUgb,0.662,0.774,0.543,7.36e-05,0.121,0.0903,91.887,0.511,-8.214,12,adaolisa,Fineboy,,
51,Adaolisa - Fineboy ,fm4,2021-05-01 08:12:03.110965,Adaolisa , Fineboy ,spotify:track:1kYAqOnmis1UwgIa5ovUgb,0.662,0.774,0.543,7.36e-05,0.121,0.0903,91.887,0.511,-8.214,12,adaolisa,Fineboy,,
52,Adaolisa - Fineboy ,fm4,2021-04-24 16:36:01.953210,Adaolisa , Fineboy ,spotify:track:1kYAqOnmis1UwgIa5ovUgb,0.662,0.774,0.543,7.36e-05,0.121,0.0903,91.887,0.511,-8.214,12,adaolisa,Fineboy,,
53,Adaolisa - Fineboy ,fm4,2021-04-29 16:24:02.910412,Adaolisa , Fineboy ,spotify:track:1kYAqOnmis1UwgIa5ovUgb,0.662,0.774,0.543,7.36e-05,0.121,0.0903,91.887,0.511,-8.214,12,adaolisa,Fineboy,,
54,Adaolisa - Fineboy ,fm4,2021-04-18 11:39:03.850160,Adaolisa , Fineboy ,spotify:track:1kYAqOnmis1UwgIa5ovUgb,0.662,0.774,0.543,7.36e-05,0.121,0.0903,91.887,0.511,-8.214,12,adaolisa,Fineboy,,
55,Adaolisa - Fineboy ,fm4,2021-04-26 18:51:02.211536,Adaolisa , Fineboy ,spotify:track:1kYAqOnmis1UwgIa5ovUgb,0.662,0.774,0.543,7.36e-05,0.121,0.0903,91.887,0.511,-8.214,12,adaolisa,Fineboy,,
56,Adaolisa - Fineboy ,fm4,2021-05-02 05:48:01.950988,Adaolisa , Fineboy ,spotify:track:1kYAqOnmis1UwgIa5ovUgb,0.662,0.774,0.543,7.36e-05,0.121,0.0903,91.887,0.511,-8.214,12,adaolisa,Fineboy,,
57,Adaolisa - Fineboy ,fm4,2021-04-29 03:12:02.529089,Adaolisa , Fineboy ,spotify:track:1kYAqOnmis1UwgIa5ovUgb,0.662,0.774,0.543,7.36e-05,0.121,0.0903,91.887,0.511,-8.214,12,adaolisa,Fineboy,,
58,Adaolisa - Fineboy ,fm4,2021-04-27 02:30:02.442665,Adaolisa , Fineboy ,spotify:track:1kYAqOnmis1UwgIa5ovUgb,0.662,0.774,0.543,7.36e-05,0.121,0.0903,91.887,0.511,-8.214,12,adaolisa,Fineboy,,
59,Adaolisa - Fineboy ,fm4,2021-04-18 23:18:01.799808,Adaolisa , Fineboy ,spotify:track:1kYAqOnmis1UwgIa5ovUgb,0.662,0.774,0.543,7.36e-05,0.121,0.0903,91.887,0.511,-8.214,12,adaolisa,Fineboy,,
60,Adaolisa - Fineboy ,fm4,2021-05-01 08:12:03.110965,Adaolisa , Fineboy ,spotify:track:1kYAqOnmis1UwgIa5ovUgb,0.662,0.774,0.543,7.36e-05,0.121,0.0903,91.887,0.511,-8.214,12,adaolisa,Fineboy,,
61,Adele - Hello,oe3,2021-04-18 12:27:00.838260,Adele , Hello,spotify:track:62PaSfnXSMyLshYJrlTuL3,0.33,0.578,0.43,0.0,0.0854,0.0305,78.991,0.288,-6.134,14,Adele,Hello,,
62,Adele - Hello,radiowien,2021-04-20 15:54:02.690349,Adele , Hello,spotify:track:62PaSfnXSMyLshYJrlTuL3,0.33,0.578,0.43,0.0,0.0854,0.0305,78.991,0.288,-6.134,14,Adele,Hello,,
63,Adele - Hello,radiowien,2021-05-01 22:36:01.759115,Adele , Hello,spotify:track:62PaSfnXSMyLshYJrlTuL3,0.33,0.578,0.43,0.0,0.0854,0.0305,78.991,0.288,-6.134,14,Adele,Hello,,
64,Adele - Hello,radiowien,2021-05-01 22:36:01.759115,Adele , Hello,spotify:track:62PaSfnXSMyLshYJrlTuL3,0.33,0.578,0.43,0.0,0.0854,0.0305,78.991,0.288,-6.134,14,Adele,Hello,,
65,Adele - Rolling in the Deep,oe3,2021-04-19 06:51:01.597510,Adele , Rolling in the Deep,spotify:track:1c8gk2PeTE04A1pIDH9YMk,0.138,0.73,0.769,0.0,0.0473,0.0298,104.948,0.507,-5.114,15,Adele,Rolling in the Deep,,
66,Adele - Rolling in the Deep,oe3,2021-04-19 06:51:01.597510,Adele , Rolling in the Deep,spotify:track:1c8gk2PeTE04A1pIDH9YMk,0.138,0.73,0.769,0.0,0.0473,0.0298,104.948,0.507,-5.114,15,Adele,Rolling in the Deep,,
67,Adele - Rolling in the Deep,oe3,2021-04-28 08:12:01.241765,Adele , Rolling in the Deep,spotify:track:1c8gk2PeTE04A1pIDH9YMk,0.138,0.73,0.769,0.0,0.0473,0.0298,104.948,0.507,-5.114,15,Adele,Rolling in the Deep,,
68,Adele - Rolling in the Deep,oe3,2021-04-28 08:12:01.241765,Adele , Rolling in the Deep,spotify:track:1c8gk2PeTE04A1pIDH9YMk,0.138,0.73,0.769,0.0,0.0473,0.0298,104.948,0.507,-5.114,15,Adele,Rolling in the Deep,,
69,Adele - Water Under The Bridge,radiowien,2021-04-18 13:24:02.760558,Adele , Water Under The Bridge,spotify:track:4jL6WWKFDqCOPo2hC3VhSS,0.0142,0.59,0.833,5.4e-06,0.105,0.0615,94.963,0.538,-6.503,16,Adele,Water Under the Bridge,,
70,Adele - Water Under The Bridge,radiowien,2021-04-22 18:27:02.654760,Adele , Water Under The Bridge,spotify:track:4jL6WWKFDqCOPo2hC3VhSS,0.0142,0.59,0.833,5.4e-06,0.105,0.0615,94.963,0.538,-6.503,16,Adele,Water Under the Bridge,,
71,Adele - Water Under The Bridge,radiowien,2021-04-30 20:27:02.450149,Adele , Water Under The Bridge,spotify:track:4jL6WWKFDqCOPo2hC3VhSS,0.0142,0.59,0.833,5.4e-06,0.105,0.0615,94.963,0.538,-6.503,16,Adele,Water Under the Bridge,,
72,Adele - Water Under The Bridge,radiowien,2021-04-30 20:27:02.450149,Adele , Water Under The Bridge,spotify:track:4jL6WWKFDqCOPo2hC3VhSS,0.0142,0.59,0.833,5.4e-06,0.105,0.0615,94.963,0.538,-6.503,16,Adele,Water Under the Bridge,,
73,Adriano Celentano - Il Ragazzo Della Via Gluck,radiowien,2021-04-18 23:54:02.496312,Adriano Celentano , Il Ragazzo Della Via Gluck,spotify:track:5iLoVWRuwPity9CuN1VTJ8,0.481,0.628,0.423,0.0,0.115,0.0328,109.368,0.447,-5.739,17,Adriano Celentano,Il Ragazzo Della Via Gluck - Remastered,,
74,Adriano Celentano - Il Ragazzo Della Via Gluck,radiowien,2021-04-22 19:42:02.937702,Adriano Celentano , Il Ragazzo Della Via Gluck,spotify:track:5iLoVWRuwPity9CuN1VTJ8,0.481,0.628,0.423,0.0,0.115,0.0328,109.368,0.447,-5.739,17,Adriano Celentano,Il Ragazzo Della Via Gluck - Remastered,,
75,Adriano Celentano - Il Ragazzo Della Via Gluck,radiowien,2021-05-02 02:39:01.962521,Adriano Celentano , Il Ragazzo Della Via Gluck,spotify:track:5iLoVWRuwPity9CuN1VTJ8,0.481,0.628,0.423,0.0,0.115,0.0328,109.368,0.447,-5.739,17,Adriano Celentano,Il Ragazzo Della Via Gluck - Remastered,,
76,Adriano Celentano - Il Ragazzo Della Via Gluck,radiowien,2021-05-02 02:39:01.962521,Adriano Celentano , Il Ragazzo Della Via Gluck,spotify:track:5iLoVWRuwPity9CuN1VTJ8,0.481,0.628,0.423,0.0,0.115,0.0328,109.368,0.447,-5.739,17,Adriano Celentano,Il Ragazzo Della Via Gluck - Remastered,,
77,Air Supply - Even The Nights Are Better,radiowien,2021-04-18 23:48:01.602615,Air Supply , Even The Nights Are Better,spotify:track:09bRmFRViBORKQ2miwp04P,0.565,0.434,0.507,0.0,0.161,0.0358,115.309,0.236,-10.422,19,Air Supply,Even the Nights Are Better,,
78,Air Supply - Even The Nights Are Better,radiowien,2021-04-18 23:48:01.602615,Air Supply , Even The Nights Are Better,spotify:track:09bRmFRViBORKQ2miwp04P,0.565,0.434,0.507,0.0,0.161,0.0358,115.309,0.236,-10.422,19,Air Supply,Even the Nights Are Better,,
79,Air Supply - Even The Nights Are Better,radiowien,2021-04-27 19:51:02.831076,Air Supply , Even The Nights Are Better,spotify:track:09bRmFRViBORKQ2miwp04P,0.565,0.434,0.507,0.0,0.161,0.0358,115.309,0.236,-10.422,19,Air Supply,Even the Nights Are Better,,
80,Air Supply - Even The Nights Are Better,radiowien,2021-04-27 19:51:02.831076,Air Supply , Even The Nights Are Better,spotify:track:09bRmFRViBORKQ2miwp04P,0.565,0.434,0.507,0.0,0.161,0.0358,115.309,0.236,-10.422,19,Air Supply,Even the Nights Are Better,,
81,Alan Walker - Faded,oe3,2021-04-19 02:36:00.846812,Alan Walker , Faded,spotify:track:7gHs73wELdeycvS48JfIos,0.0291,0.589,0.651,3.2e-06,0.111,0.0306,90.011,0.166,-5.097,21,Alan Walker,Faded,,
82,Alan Walker - Faded,oe3,2021-04-21 18:57:00.905377,Alan Walker , Faded,spotify:track:7gHs73wELdeycvS48JfIos,0.0291,0.589,0.651,3.2e-06,0.111,0.0306,90.011,0.166,-5.097,21,Alan Walker,Faded,,
83,Alan Walker - Faded,oe3,2021-04-30 10:15:01.330807,Alan Walker , Faded,spotify:track:7gHs73wELdeycvS48JfIos,0.0291,0.589,0.651,3.2e-06,0.111,0.0306,90.011,0.166,-5.097,21,Alan Walker,Faded,,
84,Alan Walker - Faded,oe3,2021-04-30 10:15:01.330807,Alan Walker , Faded,spotify:track:7gHs73wELdeycvS48JfIos,0.0291,0.589,0.651,3.2e-06,0.111,0.0306,90.011,0.166,-5.097,21,Alan Walker,Faded,,
85,Alanis Morissette - You Learn,oe3,2021-04-18 19:42:01.411599,Alanis Morissette , You Learn,spotify:track:4l7YIni9bAiGwWMqK5wvgV,0.00415,0.401,0.706,0.0,0.0916,0.0404,168.669,0.458,-7.554,22,Alanis Morissette,You Learn - 2015 Remaster,,
86,Alanis Morissette - You Learn,oe3,2021-04-18 19:42:01.411599,Alanis Morissette , You Learn,spotify:track:4l7YIni9bAiGwWMqK5wvgV,0.00415,0.401,0.706,0.0,0.0916,0.0404,168.669,0.458,-7.554,22,Alanis Morissette,You Learn - 2015 Remaster,,
87,Alanis Morissette - You Learn,oe3,2021-04-18 19:42:01.411599,Alanis Morissette , You Learn,spotify:track:4l7YIni9bAiGwWMqK5wvgV,0.00415,0.401,0.706,0.0,0.0916,0.0404,168.669,0.458,-7.554,22,Alanis Morissette,You Learn - 2015 Remaster,,
88,Alanis Morissette - You Learn,oe3,2021-04-18 19:42:01.411599,Alanis Morissette , You Learn,spotify:track:4l7YIni9bAiGwWMqK5wvgV,0.00415,0.401,0.706,0.0,0.0916,0.0404,168.669,0.458,-7.554,22,Alanis Morissette,You Learn - 2015 Remaster,,
89,Alfa Mist - Organic Rust ,fm4,2021-04-18 16:57:03.057689,Alfa Mist , Organic Rust ,spotify:track:1uSsf748N6MIQWs9R4t2tG,0.177,0.708,0.331,0.0504,0.0645,0.051,89.97,0.443,-9.486,24,Alfa Mist,Organic Rust,,
90,Alfa Mist - Organic Rust ,fm4,2021-04-18 16:57:03.057689,Alfa Mist , Organic Rust ,spotify:track:1uSsf748N6MIQWs9R4t2tG,0.177,0.708,0.331,0.0504,0.0645,0.051,89.97,0.443,-9.486,24,Alfa Mist,Organic Rust,,
91,Alfa Mist - Organic Rust ,fm4,2021-04-18 16:57:03.057689,Alfa Mist , Organic Rust ,spotify:track:1uSsf748N6MIQWs9R4t2tG,0.177,0.708,0.331,0.0504,0.0645,0.051,89.97,0.443,-9.486,24,Alfa Mist,Organic Rust,,
92,Alfa Mist - Organic Rust ,fm4,2021-04-18 16:57:03.057689,Alfa Mist , Organic Rust ,spotify:track:1uSsf748N6MIQWs9R4t2tG,0.177,0.708,0.331,0.0504,0.0645,0.051,89.97,0.443,-9.486,24,Alfa Mist,Organic Rust,,
93,Aloe Blacc - I Need A Dollar,radiowien,2021-04-18 17:12:01.943525,Aloe Blacc , I Need A Dollar,spotify:track:6q1qACcezH6eH77Xljh5QV,0.202,0.84,0.482,0.0,0.0873,0.0333,95.498,0.957,-7.116,27,Aloe Blacc,I Need A Dollar,,
94,Aloe Blacc - I Need A Dollar,radiowien,2021-04-21 14:12:02.029634,Aloe Blacc , I Need A Dollar,spotify:track:6q1qACcezH6eH77Xljh5QV,0.202,0.84,0.482,0.0,0.0873,0.0333,95.498,0.957,-7.116,27,Aloe Blacc,I Need A Dollar,,
95,Aloe Blacc - I Need A Dollar,radiowien,2021-04-27 15:15:01.810975,Aloe Blacc , I Need A Dollar,spotify:track:6q1qACcezH6eH77Xljh5QV,0.202,0.84,0.482,0.0,0.0873,0.0333,95.498,0.957,-7.116,27,Aloe Blacc,I Need A Dollar,,
96,Aloe Blacc - I Need A Dollar,radiowien,2021-04-27 15:15:01.810975,Aloe Blacc , I Need A Dollar,spotify:track:6q1qACcezH6eH77Xljh5QV,0.202,0.84,0.482,0.0,0.0873,0.0333,95.498,0.957,-7.116,27,Aloe Blacc,I Need A Dollar,,
97,Alphaville - Forever Young,radiowien,2021-04-18 22:12:01.915838,Alphaville , Forever Young,spotify:track:4S1VYqwfkLit9mKVY3MXoo,0.42,0.489,0.483,0.0028,0.236,0.0275,136.822,0.333,-9.466,28,Alphaville,Forever Young,,
98,Alphaville - Forever Young,radiowien,2021-04-18 22:12:01.915838,Alphaville , Forever Young,spotify:track:4S1VYqwfkLit9mKVY3MXoo,0.42,0.489,0.483,0.0028,0.236,0.0275,136.822,0.333,-9.466,28,Alphaville,Forever Young,,
99,Alphaville - Forever Young,radiowien,2021-04-29 22:15:02.699844,Alphaville , Forever Young,spotify:track:4S1VYqwfkLit9mKVY3MXoo,0.42,0.489,0.483,0.0028,0.236,0.0275,136.822,0.333,-9.466,28,Alphaville,Forever Young,,
